Time_Position	Position
09:00:03.864	14
09:01:06.297	114
09:02:08.447	214
09:03:39.884	219
09:04:17.519	310
09:05:15.118	282
09:05:15.118	268
09:05:15.118	219
09:05:22.934	210
09:08:01.628	110
09:09:05.231	192
09:09:05.381	210
09:09:15.328	180
09:10:54.177	225
09:10:54.177	280
09:10:58.178	380
09:11:02.754	480
09:13:07.759	380
09:13:07.759	373
09:13:48.133	382
09:13:54.424	398
09:16:32.536	407
09:17:24.025	498
09:17:53.152	573
09:19:33.954	673
09:23:49.218	573
09:24:01.185	578
09:24:01.185	673
09:24:01.187	703
09:24:01.187	773
09:24:10.889	833
09:24:10.889	873
09:24:30.208	973
09:24:46.050	873
09:26:10.572	973
09:31:56.239	1073
09:32:09.452	1077
09:35:36.662	977
09:36:36.088	1077
09:36:51.400	1109
09:39:08.792	1009
09:40:47.995	1003
09:40:47.996	919
09:40:47.997	909
09:40:50.608	1009
09:42:07.361	1041
09:42:07.361	1063
09:43:29.675	963
09:46:22.719	863
09:47:49.465	963
09:48:10.112	1022
09:48:10.112	1063
09:51:18.061	1163
09:53:34.583	1103
09:53:34.584	1063
09:54:13.872	1103
09:54:13.872	1163
09:56:35.060	1263
09:57:23.350	1185
10:00:27.003	1163
10:17:56.562	1182
10:17:57.095	1208
10:18:28.372	1263
10:25:16.000	1213
10:25:16.000	1163
10:37:18.665	1063
10:45:19.475	1071
10:46:58.993	1077
10:46:58.993	1171
10:46:59.049	1216
10:47:04.657	1263
10:52:37.801	1269
10:52:37.801	1363
10:52:44.288	1410
10:52:44.288	1463
10:52:57.762	1363
10:52:58.219	1263
10:55:15.155	1200
11:01:29.339	1194
11:03:59.964	1100
11:33:25.777	1000
11:56:53.837	980
11:58:36.973	900
12:06:00.694	906
12:08:02.278	960
12:08:02.299	1000
12:15:01.158	1100
12:25:31.116	1093
12:26:09.523	1000
13:12:14.774	1037
13:12:19.037	1100
13:37:51.651	1038
13:38:02.602	1032
13:39:00.359	1132
13:43:11.802	1100
13:46:32.940	1105
13:46:32.940	1200
14:24:28.209	1300
14:49:21.997	1400
14:57:34.286	1395
14:59:04.300	1390
14:59:04.300	1300
14:59:45.932	1200
15:12:22.044	1100
15:12:48.451	1070
15:12:57.696	1000
15:30:00.816	1081
15:30:00.820	1100
15:33:24.230	1000
15:44:01.937	1040
15:44:01.937	1100
15:53:42.686	1200
15:54:35.070	1285
15:55:32.009	1300
15:57:40.538	1400
15:57:40.562	1500
15:59:22.936	1400
16:07:34.174	1300
16:33:35.728	1348
16:33:35.728	1400
16:39:45.693	1300
17:21:48.938	1400
18:01:00.000	1400
