Time_PnL	PnL
09:00:00.537	0.0
09:02:06.456	150.0
09:03:22.316	210.0
09:04:06.521	240.0
09:08:15.611	-680.0
09:08:56.231	-2600.0
09:15:11.004	-5520.0
09:22:07.907	-2600.0
09:22:14.630	-5520.0
09:22:14.630	-2600.0
09:24:40.639	320.0
09:24:40.639	3240.0
09:24:40.661	320.0
09:24:40.786	3240.0
09:25:48.226	320.0
09:25:48.359	3240.0
09:25:52.031	320.0
09:25:52.031	3240.0
09:25:52.856	320.0
09:25:52.857	3240.0
09:25:52.860	320.0
09:25:54.142	3240.0
09:25:57.355	320.0
09:25:57.411	3240.0
09:26:06.353	320.0
09:26:06.420	3240.0
09:26:12.028	320.0
09:26:12.125	3240.0
09:26:23.876	320.0
09:26:23.958	3240.0
09:26:29.766	320.0
09:26:31.757	3240.0
09:26:32.509	320.0
09:26:49.961	3240.0
09:26:49.961	320.0
09:26:52.754	3240.0
09:26:54.552	320.0
09:26:57.828	3240.0
09:27:00.556	320.0
09:27:00.829	3240.0
09:27:02.328	320.0
09:27:02.377	3240.0
09:27:02.421	320.0
09:27:31.114	3240.0
09:29:26.575	6160.0
09:29:30.922	3240.0
09:29:30.993	6160.0
09:29:31.080	3240.0
09:29:33.071	6160.0
09:29:33.145	3240.0
09:29:35.564	6160.0
09:29:39.802	3240.0
09:29:45.858	6160.0
09:29:45.925	3240.0
09:30:20.554	6160.0
09:30:20.554	3240.0
09:30:22.616	6160.0
09:32:11.393	3240.0
09:33:11.449	320.0
09:33:26.859	3240.0
09:37:33.091	320.0
09:46:59.979	3240.0
09:47:00.108	320.0
09:47:22.419	3240.0
09:47:22.662	320.0
09:48:22.937	3240.0
09:50:04.438	6160.0
09:50:56.052	3240.0
09:50:56.052	6160.0
09:51:21.557	3240.0
09:51:36.386	6160.0
09:51:36.386	3240.0
09:52:06.837	6160.0
09:52:06.837	3240.0
09:52:06.977	6160.0
09:52:17.682	3240.0
09:52:35.582	6160.0
09:52:51.887	3240.0
09:52:59.984	6160.0
09:53:01.738	3240.0
09:53:06.140	6160.0
09:53:06.229	3240.0
09:53:06.406	6160.0
09:53:07.169	3240.0
09:53:23.344	6160.0
09:53:41.494	3240.0
09:53:41.565	6160.0
09:53:41.620	3240.0
09:55:03.231	6160.0
09:55:03.337	3240.0
09:56:55.360	6160.0
09:58:55.263	3240.0
09:59:10.945	6160.0
09:59:10.950	3240.0
09:59:16.264	320.0
09:59:16.362	3240.0
10:00:42.906	320.0
10:02:59.738	-2600.0
10:03:10.846	320.0
10:05:34.120	3240.0
10:05:34.223	320.0
10:05:36.221	3240.0
10:07:45.073	6160.0
10:07:45.126	3240.0
10:07:45.144	6160.0
10:08:32.690	3240.0
10:08:32.764	6160.0
10:08:32.786	3240.0
10:09:40.738	320.0
10:09:40.825	3240.0
10:10:29.422	320.0
10:10:29.422	3240.0
10:10:29.429	320.0
10:10:29.495	3240.0
10:10:39.136	320.0
10:10:39.196	3240.0
10:11:17.957	6160.0
10:11:17.957	3240.0
10:11:17.958	6160.0
10:11:17.958	3240.0
10:11:28.575	320.0
10:11:28.689	3240.0
10:11:28.865	320.0
10:11:36.459	3240.0
10:12:09.420	320.0
10:12:09.420	3240.0
10:12:09.420	320.0
10:12:09.490	3240.0
10:12:09.551	320.0
10:12:17.801	3240.0
10:12:20.394	320.0
10:12:20.499	3240.0
10:12:20.558	320.0
10:12:29.733	3240.0
10:13:02.153	320.0
10:13:02.160	3240.0
10:13:02.160	320.0
10:13:02.160	3240.0
10:13:24.722	320.0
10:13:25.000	3240.0
10:13:25.056	320.0
10:13:25.074	3240.0
10:13:28.324	320.0
10:14:04.180	3240.0
10:16:30.747	320.0
10:16:30.799	3240.0
10:16:30.879	320.0
10:16:39.438	3240.0
10:16:39.492	320.0
10:16:41.565	3240.0
10:16:41.566	320.0
10:16:41.625	3240.0
10:16:43.477	320.0
10:16:44.204	3240.0
10:16:44.278	320.0
10:16:45.465	3240.0
10:16:47.299	320.0
10:16:47.368	3240.0
10:16:49.381	320.0
