Time_Position	Position
09:00:03.864	14
09:01:06.297	114
09:02:08.447	214
09:02:38.499	314
09:02:38.499	343
09:03:48.742	301
09:04:17.519	346
09:04:34.237	330
09:04:34.237	288
09:06:46.078	188
09:06:46.082	129
09:06:46.104	88
09:07:04.389	95
09:07:04.389	105
09:07:04.389	130
09:07:04.389	160
09:07:04.389	188
09:07:18.419	116
09:07:18.419	88
09:07:41.785	-12
09:08:00.026	-112
09:08:01.628	-12
09:09:05.381	88
09:09:14.332	188
09:10:05.075	245
09:10:05.075	288
09:10:54.177	333
09:10:54.177	388
09:10:59.920	488
09:11:00.033	588
09:11:03.235	488
09:11:03.257	588
09:11:03.720	688
09:11:04.781	588
09:11:08.337	488
09:11:08.337	558
09:11:08.337	588
09:12:14.769	688
09:12:16.949	785
09:12:16.949	788
09:12:16.949	888
09:12:16.949	988
09:13:04.198	1088
09:13:04.198	988
09:13:07.759	888
09:13:48.133	897
09:13:54.424	913
09:14:40.232	829
09:14:40.232	913
09:14:40.232	1013
09:14:40.232	913
09:16:29.074	1013
09:16:29.074	913
09:16:30.284	813
09:16:30.284	913
09:16:32.513	1013
09:17:18.639	1113
09:17:41.352	1013
09:17:53.152	1113
09:19:39.020	1181
09:19:54.880	1213
09:19:54.880	1313
09:20:21.213	1413
09:20:40.507	1513
09:23:04.376	1613
09:23:04.376	1622
09:23:04.376	1713
09:23:05.940	1787
09:23:05.940	1813
09:23:12.212	1913
09:23:12.212	1845
09:23:12.212	1815
09:23:12.212	1813
09:23:49.218	1713
09:23:49.218	1813
09:23:49.582	1913
09:23:49.582	1813
09:24:10.889	1913
09:24:10.889	2013
09:24:16.148	2113
09:24:30.208	2114
09:24:30.208	2213
09:24:42.321	2313
09:24:50.652	2413
09:26:10.572	2513
09:26:35.946	2613
09:26:35.948	2713
09:26:39.469	2813
09:26:41.829	2913
09:26:41.829	2813
09:27:42.532	2713
09:28:31.595	2617
09:28:41.961	2716
09:29:54.039	2616
09:30:23.025	2716
09:30:23.228	2816
09:30:23.228	2916
09:31:59.888	3016
09:32:01.644	3116
09:32:01.644	3216
09:33:39.641	3316
09:33:54.943	3216
09:33:54.946	3116
09:33:54.946	3207
09:33:54.946	3216
09:34:51.743	3116
09:35:22.246	3016
09:35:49.602	3116
09:36:36.088	3216
09:36:51.400	3248
09:38:39.410	3310
09:38:50.353	3316
09:38:50.353	3416
09:38:50.353	3516
09:40:45.692	3616
09:40:49.521	3716
09:40:49.521	3816
09:42:07.338	3916
09:43:09.362	4016
09:43:09.366	4116
09:43:29.675	4016
09:44:45.718	3916
09:44:55.952	3816
09:46:55.472	3762
09:46:55.472	3716
09:46:55.482	3678
09:46:55.482	3616
09:47:35.823	3621
09:48:10.112	3680
09:48:10.112	3721
09:48:10.166	3821
09:49:49.178	3721
09:51:18.062	3821
09:51:29.018	3921
09:51:32.365	4021
09:52:28.011	4121
09:52:28.712	4021
09:52:28.712	4121
09:52:28.712	4021
09:52:28.712	4115
09:52:28.712	4121
09:52:28.722	4221
09:52:28.722	4321
09:52:28.722	4221
09:52:28.723	4121
09:53:24.327	4021
09:53:34.583	3961
09:53:34.584	3921
09:54:13.920	3821
09:54:13.920	3921
09:56:34.714	4021
09:56:35.061	4121
09:56:35.220	4221
09:57:23.350	4143
09:57:56.846	4243
09:58:08.174	4343
09:58:08.174	4443
09:59:07.790	4343
10:00:19.138	4443
10:01:28.091	4438
10:02:49.457	4443
10:02:49.457	4538
10:06:37.727	4513
10:07:51.949	4458
10:07:52.045	4443
10:07:54.546	4343
10:09:06.232	4443
10:09:29.770	4543
10:09:31.980	4536
10:09:32.991	4443
10:09:32.991	4542
10:09:32.991	4543
10:09:33.576	4500
10:09:33.576	4463
10:09:33.621	4450
10:09:33.621	4443
10:09:33.621	4543
10:09:38.966	4643
10:13:27.936	4743
10:13:27.936	4643
10:13:27.936	4743
10:13:29.082	4843
10:16:28.340	4943
10:17:56.533	4843
10:18:28.372	4943
10:21:50.753	5043
10:21:50.753	4943
10:25:16.000	4885
10:25:17.004	4843
10:27:16.642	4943
10:27:16.642	5043
10:27:16.642	4943
10:28:29.697	4948
10:28:29.697	4950
10:28:30.079	5043
10:28:30.079	5143
10:28:39.535	5243
