Time_Position	Position
09:00:00.534	-100
09:00:00.908	0
09:01:04.630	100
09:01:13.667	0
09:02:10.837	100
09:03:26.614	0
09:05:01.907	100
09:05:35.964	200
09:06:19.232	300
09:06:42.597	400
09:07:13.943	500
09:07:18.551	400
09:07:18.578	500
09:07:23.040	600
09:07:43.206	700
09:08:14.230	600
09:08:14.231	500
09:08:14.231	400
09:08:37.150	300
09:08:47.575	400
09:08:47.652	500
09:09:00.226	400
09:09:00.226	300
09:09:00.226	400
09:09:00.227	500
09:09:00.274	400
09:09:00.274	500
09:09:00.418	400
09:09:00.418	300
09:10:06.293	400
09:10:06.426	300
09:11:21.365	400
09:11:33.575	300
09:11:57.392	200
09:12:41.084	100
09:12:51.389	200
09:12:51.485	300
09:12:51.510	400
09:12:51.564	500
09:13:06.408	600
09:13:06.408	500
09:13:06.428	400
09:13:06.428	500
09:13:13.041	400
09:13:13.079	500
09:13:18.510	600
09:13:18.941	610
09:13:18.941	660
09:13:21.788	760
09:13:21.788	660
09:13:30.694	760
09:14:30.451	860
09:14:30.472	960
09:14:30.477	1060
09:14:30.477	1160
09:14:30.522	1260
09:14:31.515	1360
09:14:43.780	1260
09:14:45.620	1360
09:15:28.015	1460
09:15:30.728	1560
09:15:49.246	1460
09:16:23.920	1560
09:16:23.920	1660
09:16:27.224	1560
09:16:27.225	1660
09:16:34.137	1560
09:16:35.383	1460
09:17:05.309	1360
09:17:19.880	1260
09:17:19.880	1360
09:17:48.677	1460
09:17:48.677	1527
09:17:48.699	1627
09:17:48.699	1727
09:17:50.911	1827
09:17:50.936	1927
09:17:51.532	2027
09:17:55.628	2127
09:18:43.317	2227
09:18:43.659	2327
09:18:43.659	2227
09:18:58.655	2127
09:18:58.655	2227
09:18:58.680	2327
09:19:13.990	2227
09:19:13.990	2127
09:19:22.085	2027
09:19:22.147	1927
09:19:40.387	2027
09:19:40.798	2127
09:19:40.798	2027
09:19:44.537	1927
09:19:47.337	2027
09:19:47.337	1927
09:19:55.428	1997
09:19:55.428	2027
09:20:43.788	2127
09:20:43.788	2027
09:21:27.229	2127
09:21:49.757	2027
09:21:53.268	1927
09:21:53.316	1827
09:21:53.339	1927
09:22:04.438	2027
09:22:04.513	1927
09:22:04.513	2027
09:22:09.174	1927
09:22:43.347	1827
09:22:53.905	1927
09:22:53.905	1827
09:23:22.848	1927
09:24:48.089	1827
09:25:14.628	1919
