Time_PnL	PnL
09:00:00.553	0.0
09:00:00.795	-0.5
09:00:00.795	0.0
09:00:01.083	-1.0
09:00:01.083	-1.5
09:00:01.086	0.0
09:00:53.380	2.0
09:00:53.380	0.0
09:01:33.067	2.0
09:01:33.200	0.0
09:01:56.816	1.0
09:02:07.660	2.5
09:03:11.864	1.0
09:03:28.730	2.5
09:03:28.730	1.0
09:06:01.963	2.5
09:06:14.722	1.0
09:06:14.749	2.5
09:06:15.712	1.0
09:06:27.652	2.5
09:06:27.752	1.0
09:06:28.465	2.5
09:06:33.581	1.0
09:06:37.633	2.5
09:06:39.825	1.0
09:07:31.031	2.5
09:07:31.259	1.0
09:07:41.909	2.5
09:08:07.214	4.0
09:08:07.712	2.5
09:08:15.236	4.0
09:09:05.246	5.5
09:09:13.857	4.0
09:09:32.217	5.5
09:11:04.558	4.0
09:12:27.416	2.5
09:12:49.906	4.0
09:12:51.633	2.5
09:16:14.126	4.0
09:16:14.127	2.5
09:16:14.128	4.0
09:16:14.130	2.5
09:16:14.146	4.0
09:16:14.152	2.5
09:18:25.971	1.0
09:21:43.958	2.5
09:21:44.134	1.0
09:21:44.159	2.5
09:21:44.299	1.0
09:21:53.754	2.5
09:21:53.801	1.0
09:22:05.626	2.5
09:23:20.130	1.0
09:25:43.916	2.5
09:25:43.925	1.0
09:25:43.937	2.5
09:25:44.711	1.0
09:25:49.968	2.5
09:25:49.990	1.0
09:27:58.301	-0.5
09:27:58.301	1.0
09:27:58.302	-0.5
09:27:58.302	1.0
09:27:58.712	-0.5
09:27:58.712	1.0
09:27:59.712	-0.5
09:27:59.712	1.0
09:28:00.893	-0.5
09:28:00.893	1.0
09:28:02.738	-0.5
09:28:02.739	1.0
09:29:11.018	2.5
09:29:11.040	1.0
09:29:11.041	2.5
09:29:11.130	1.0
09:29:29.012	-0.5
09:29:35.405	1.0
09:30:11.016	-0.5
09:30:37.262	1.0
09:30:48.659	-0.5
09:30:50.021	1.0
09:34:23.514	-0.5
09:38:22.336	1.0
09:38:22.469	-0.5
09:38:22.496	1.0
09:38:22.711	-0.5
09:38:35.736	1.0
