Time_PnL	PnL
09:00:00.534	0.0
09:03:09.820	-1.0
09:03:09.820	-3.0
09:03:09.843	-5.0
09:03:09.843	-4.0
09:03:10.231	-8.0
09:03:15.448	-18.0
09:03:15.448	-16.0
09:03:55.202	-14.0
09:05:04.718	-16.0
09:05:07.496	-13.0
09:05:09.216	-15.0
09:05:09.216	-13.0
09:05:09.394	-16.0
09:07:22.597	-13.0
09:07:22.792	-10.0
09:07:23.000	-13.0
09:07:24.604	-12.34
09:08:05.871	-10.0
09:08:05.871	-8.0
09:08:06.047	-4.0
09:08:08.026	-2.0
09:08:18.819	2.0
09:10:42.582	4.0
09:10:42.582	8.0
09:10:44.642	7.0
09:10:44.704	5.0
09:10:44.846	8.0
09:10:46.469	9.0
09:12:06.678	7.0
09:12:48.109	1.0
09:13:02.172	4.0
09:13:02.172	-8.0
09:13:15.717	-7.88
09:13:15.717	-12.0
09:13:29.772	-42.0
09:13:40.611	-37.0
09:13:41.656	-32.0
09:13:56.455	-37.0
09:13:56.455	-42.0
09:13:56.557	-47.0
09:13:56.656	-42.0
09:13:56.850	-40.0
09:13:57.289	-35.74
09:14:19.137	-40.0
09:14:19.265	-35.74
09:14:19.269	-40.0
09:14:19.427	-50.0
09:14:19.427	-45.0
09:14:19.702	-40.0
09:15:07.440	-35.0
09:15:30.231	-30.0
09:15:40.731	-28.0
09:15:40.731	-26.77
09:15:40.731	-25.0
09:17:10.342	-23.36
09:17:10.342	-23.0
09:17:10.342	-21.0
09:17:10.376	-19.0
09:17:10.376	-17.12
09:17:10.477	-18.06
09:17:19.325	-15.18
09:17:19.325	-15.24
09:17:19.325	-15.18
09:17:19.417	-17.3
09:17:19.417	-18.3
09:17:19.606	-20.36
09:17:23.552	-18.3
09:18:05.836	-18.03
09:18:05.836	-21.36
09:18:05.836	-25.42
09:18:05.880	-29.48
09:18:05.880	-25.42
09:18:05.888	-21.36
09:18:06.157	-25.42
09:18:06.157	-22.96
09:18:06.157	-22.42
09:18:06.157	-19.36
09:19:14.382	-23.42
09:19:21.096	-21.42
09:19:21.096	-19.08
09:19:21.096	-18.42
09:19:21.096	-15.42
09:19:21.115	-14.36
09:19:21.118	-12.24
09:19:21.568	-11.24
09:19:21.568	-10.98
09:19:21.568	-11.06
09:19:21.568	-11.0
09:19:21.568	-12.0
09:19:23.560	-9.0
09:19:23.560	-7.0
09:21:25.085	-12.0
09:21:43.124	-27.0
09:21:45.667	-32.0
09:21:52.093	-27.0
09:21:52.137	-22.0
09:21:52.258	-12.0
09:21:52.382	-17.0
09:21:52.382	-12.0
09:21:52.383	-2.0
09:21:52.406	-7.0
09:22:48.320	-12.0
09:24:21.806	-7.0
09:24:43.904	-2.0
09:24:43.926	-7.0
09:24:43.926	-12.0
09:24:47.807	-17.0
09:26:41.659	-22.0
09:26:41.659	-17.0
09:26:45.567	-2.0
09:26:45.586	-6.0
09:26:45.586	-14.0
09:26:45.613	-2.0
09:26:53.287	-6.0
09:26:53.287	-10.0
09:26:53.312	-14.0
09:27:32.634	-10.0
09:28:04.147	-14.0
09:28:15.690	-10.0
09:29:14.258	-15.0
09:29:16.471	-10.0
09:29:20.725	-5.0
09:29:20.747	-10.0
09:29:20.810	-15.0
09:29:32.809	-10.0
09:29:32.809	-5.0
09:29:33.001	-10.0
09:30:01.891	-5.0
09:31:42.215	-10.0
09:31:55.233	-5.0
09:32:03.296	-10.0
09:32:18.260	-5.0
09:32:18.523	-10.0
09:32:38.607	-5.0
09:32:53.990	-10.0
09:34:13.778	-15.0
09:36:34.494	-9.0
09:36:34.582	-16.0
09:36:36.821	-15.84
09:36:36.821	-23.0
09:36:37.922	-31.0
09:36:53.118	-39.0
09:37:13.080	-48.0
09:41:58.381	-45.0
09:41:58.381	-13.0
09:41:58.402	-21.0
09:41:58.453	-37.0
09:41:58.453	-33.0
09:41:58.453	-5.0
09:41:58.453	-33.0
09:41:58.460	-26.0
09:41:58.729	-19.0
09:41:58.928	-12.0
09:41:59.166	-10.0
09:41:59.166	-8.9
09:42:16.363	-3.45
09:42:16.908	-3.0
09:42:16.908	2.0
09:43:45.382	7.0
09:48:54.393	2.0
09:48:54.393	7.0
09:52:19.063	1.0
09:52:19.114	-5.0
09:55:38.529	-17.0
09:55:49.561	-23.0
09:55:49.582	-29.0
09:55:49.592	-17.0
09:55:49.605	-23.0
09:55:49.705	-29.0
09:56:02.933	-23.0
09:56:38.050	-22.0
09:56:45.793	-17.0
09:56:57.146	-12.0
09:56:57.231	-7.0
09:56:57.434	-6.0
09:56:57.434	-2.0
09:57:20.358	-7.0
09:57:20.358	-12.0
09:58:00.953	-7.0
09:58:28.297	-12.0
09:59:11.810	-17.0
10:02:15.652	-12.0
10:02:15.653	-17.0
10:06:55.043	-23.0
10:07:51.677	-29.0
10:07:51.798	-36.0
10:07:56.791	-44.0
10:07:56.806	-52.0
10:07:57.824	-44.0
10:09:14.393	-52.0
10:10:10.062	-44.0
10:11:35.254	-52.0
10:11:39.331	-44.0
10:14:14.608	-52.0
10:16:04.751	-44.0
10:16:04.775	-36.0
10:16:04.887	-28.0
10:19:50.344	-20.0
10:20:28.707	-4.0
10:20:28.707	-12.0
10:20:59.267	-4.0
10:20:59.317	4.0
10:21:00.084	-4.0
10:21:16.618	-12.0
10:21:16.618	-4.0
10:21:16.618	-12.0
10:21:16.619	-4.0
10:21:16.639	-12.0
10:21:16.641	-20.0
10:21:16.641	-28.0
10:21:16.642	-20.0
10:21:46.161	-12.0
10:21:54.372	-20.0
10:21:54.396	-28.0
10:21:54.396	-20.0
10:22:09.381	-29.0
10:22:09.530	-49.0
10:22:09.952	-39.0
10:23:15.449	-29.0
10:23:17.128	-19.0
10:23:18.517	-18.0
10:23:18.517	-9.0
10:23:18.536	-18.0
10:24:59.824	-16.36
10:24:59.824	-16.0
10:24:59.824	0.0
10:28:34.643	-8.0
10:28:34.665	-16.0
10:28:34.665	-8.0
10:29:13.075	-26.0
10:29:30.600	-17.0
10:32:17.458	-26.0
10:32:37.436	-35.0
10:32:37.590	-44.0
10:32:42.148	-35.0
10:32:49.821	-26.0
10:37:09.584	-17.0
10:37:09.608	-26.0
10:37:09.608	-17.0
10:37:33.831	-8.0
10:38:01.726	-17.0
10:38:47.849	-8.0
10:41:59.563	-17.0
10:41:59.563	-8.0
10:41:59.686	-17.0
10:46:00.301	-8.0
10:51:15.447	-6.0
10:53:22.664	-14.0
10:53:23.329	-22.0
10:53:30.255	-30.0
10:53:30.493	-38.0
10:53:30.931	-46.0
10:53:30.931	-54.0
10:53:30.931	-62.0
10:53:30.931	-54.0
10:53:30.932	-62.0
10:53:30.932	-46.0
10:53:30.937	-54.0
10:53:31.119	-46.0
10:54:49.309	-38.0
10:55:07.078	-46.0
10:55:18.347	-38.0
10:55:23.639	-37.0
10:55:23.685	-30.0
10:55:23.710	-23.0
10:55:23.797	-30.0
10:55:23.797	-23.0
10:55:48.535	-15.0
10:55:48.535	-23.0
10:55:48.607	-15.0
10:56:23.172	-23.0
10:56:24.345	-31.0
10:56:25.891	-39.0
10:57:45.612	-55.0
10:57:46.796	-64.0
10:57:53.446	-73.0
10:57:53.446	-74.0
10:57:53.446	-75.0
10:57:53.452	-64.0
10:58:15.565	-52.0
11:01:42.509	-64.0
11:02:09.500	-52.0
11:03:20.569	-40.0
11:04:44.685	-28.0
11:04:44.707	-40.0
11:04:44.708	-28.0
11:04:44.756	-40.0
11:04:44.786	-28.0
11:04:45.339	-40.0
11:08:10.815	-28.0
11:11:49.304	-16.0
11:11:49.378	-4.0
11:13:01.468	8.0
11:13:01.468	-4.0
11:13:01.493	8.0
11:13:01.538	-4.0
11:15:15.840	8.0
11:15:15.841	-4.0
11:15:15.841	-16.0
11:16:17.198	-28.0
11:16:17.225	-40.0
11:16:25.628	-52.0
11:16:32.018	-64.0
11:16:32.020	-52.0
11:16:32.563	-51.2
11:16:38.918	-62.8
11:17:56.086	-74.4
11:18:07.118	-86.0
11:18:31.203	-98.6
11:26:37.562	-111.2
11:27:32.484	-123.8
11:27:43.133	-137.4
11:27:46.508	-151.0
11:27:46.533	-164.6
11:27:49.393	-151.0
11:28:04.470	-137.4
11:28:34.731	-135.4
11:28:34.759	-110.2
11:28:34.768	-122.8
11:28:34.768	-110.2
11:28:34.770	-122.8
11:28:34.834	-110.2
11:28:35.980	-122.8
11:29:34.475	-110.2
11:30:37.153	-122.8
11:31:08.844	-135.4
11:31:32.559	-122.8
11:31:32.562	-135.4
11:31:33.647	-122.8
11:31:33.648	-135.4
11:31:33.649	-122.8
11:31:34.561	-135.4
11:33:28.249	-122.8
11:33:50.017	-110.2
11:34:09.173	-97.6
11:34:41.909	-95.6
11:34:41.933	-84.0
11:34:41.942	-72.4
11:44:35.651	-84.0
11:44:35.682	-95.6
11:46:08.427	-84.0
11:46:16.901	-72.4
11:47:51.964	-84.0
11:47:51.966	-95.6
11:47:51.974	-84.0
11:52:00.954	-72.4
11:52:01.023	-72.08
11:58:54.401	-71.4
12:00:07.838	-60.8
12:04:07.548	-50.2
12:04:07.548	-60.8
12:04:07.572	-50.2
12:04:07.573	-60.8
12:04:07.573	-50.2
12:10:11.122	-60.8
12:18:23.901	-71.4
12:19:00.258	-82.0
12:19:00.259	-92.6
12:19:00.260	-82.0
12:19:00.264	-92.6
12:33:30.600	-103.2
12:33:46.809	-113.8
12:33:46.831	-124.4
12:33:46.832	-113.8
12:33:46.862	-124.4
12:34:57.263	-113.8
12:43:01.061	-103.2
12:43:01.244	-92.6
12:43:09.258	-103.2
12:43:09.258	-92.6
12:43:09.258	-103.2
12:43:09.259	-92.6
12:43:09.295	-103.2
12:44:42.132	-92.6
12:44:42.288	-82.0
12:44:42.288	-92.6
12:44:42.289	-82.0
12:45:01.776	-92.6
12:45:53.799	-82.0
12:56:31.842	-71.4
12:56:32.728	-82.0
12:56:32.774	-71.4
12:56:36.629	-82.0
12:57:04.241	-92.6
13:00:02.054	-103.2
13:00:02.822	-113.8
13:00:12.008	-103.2
13:01:32.187	-113.8
13:01:40.383	-124.4
13:01:40.385	-113.8
13:01:55.264	-103.2
13:01:55.264	-113.8
13:01:57.792	-124.4
13:02:08.827	-113.8
13:02:10.599	-124.4
13:02:10.602	-113.8
13:02:10.606	-124.4
13:02:10.606	-113.8
13:02:10.611	-124.4
13:02:10.743	-113.8
13:05:15.380	-103.2
13:08:01.018	-92.6
13:12:41.002	-82.0
13:13:06.506	-71.4
13:13:19.717	-82.0
13:13:19.750	-71.4
13:17:57.638	-60.8
13:18:51.556	-71.4
13:18:51.561	-82.0
13:18:51.564	-71.4
13:18:51.572	-82.0
