Time_Position	Position
09:00:00.553	-100
09:00:01.554	-200
09:00:01.554	-100
09:00:03.605	-200
09:00:05.448	-100
09:00:06.914	-200
09:00:06.975	-100
09:00:06.975	-200
09:00:13.155	-100
09:00:19.909	0
09:00:19.909	-100
09:00:34.643	-200
09:01:11.541	-300
09:02:58.266	-376
09:02:58.266	-400
09:02:58.573	-300
09:03:00.541	-200
09:05:33.077	-300
09:05:33.100	-200
09:05:33.713	-300
09:05:33.799	-200
09:05:34.009	-300
09:06:30.098	-400
09:07:34.005	-300
09:09:04.610	-400
09:09:05.464	-500
09:09:08.219	-400
09:10:01.912	-300
09:10:01.945	-200
09:10:13.502	-300
09:10:13.503	-200
09:10:13.555	-300
09:10:14.014	-200
09:10:14.014	-300
09:10:14.014	-200
09:10:44.856	-300
09:10:44.856	-200
09:11:07.151	-100
09:12:49.662	-200
09:13:11.832	-100
09:14:25.439	0
09:14:29.034	100
09:14:29.035	0
09:14:29.049	100
09:14:29.049	200
09:14:29.056	100
09:14:29.412	110
09:14:29.412	200
09:14:30.015	300
09:14:31.198	200
09:14:31.198	210
09:14:31.198	300
09:14:31.201	310
09:14:31.201	400
09:14:38.424	500
09:14:52.099	600
09:14:52.339	500
09:14:53.018	400
09:14:53.018	500
09:14:53.078	600
09:15:47.941	700
09:15:47.941	800
09:15:47.962	900
09:16:49.285	800
09:16:49.311	900
09:16:49.484	958
09:18:50.883	1000
09:19:28.303	1100
09:19:48.592	1000
09:19:48.667	1100
09:19:48.667	1000
09:19:51.704	900
09:19:52.668	1000
09:19:52.717	900
09:19:58.086	800
09:19:58.086	700
09:19:58.088	800
09:19:58.088	900
09:23:19.525	800
09:24:37.339	900
09:25:03.521	800
09:26:46.516	900
09:26:46.516	1000
09:28:42.667	1042
09:28:42.667	1100
09:28:53.701	1000
09:29:54.290	1100
09:30:36.668	1200
09:30:36.683	1100
09:31:01.057	1144
09:31:01.057	1200
09:31:01.075	1100
09:31:03.033	1200
09:32:57.368	1300
09:32:57.368	1400
09:42:11.279	1500
09:43:41.182	1510
09:44:02.385	1600
09:44:02.386	1610
09:44:02.386	1700
09:44:05.545	1800
09:46:50.371	1700
09:47:25.553	1600
09:47:29.897	1700
09:47:56.638	1800
09:48:02.343	1900
09:48:02.343	1800
09:49:15.057	1700
09:50:02.512	1600
09:50:21.504	1500
09:50:21.530	1600
09:50:21.530	1500
09:50:27.606	1432
09:50:27.606	1400
09:53:38.805	1300
09:53:38.806	1200
09:53:38.806	1300
10:05:37.524	1200
10:07:42.464	1100
10:07:48.916	1200
