Time_PnL	PnL
09:00:00.537	0.0
09:17:47.192	-20000.0
09:24:40.639	-19950.0
09:24:40.786	-19900.0
09:25:48.309	-19840.0
09:25:48.309	-19830.0
09:25:48.359	-19790.0
09:25:48.359	-19780.0
09:25:52.031	-19730.0
09:25:52.096	-19690.0
09:25:52.189	-19680.0
09:25:52.857	-19630.0
09:25:54.142	-19580.0
09:25:57.411	-19540.0
09:25:57.411	-19490.0
09:25:57.412	-19480.0
09:25:57.412	-19470.0
09:26:06.420	-19430.0
09:26:06.420	-19380.0
09:26:12.125	-19330.0
09:26:12.125	-19280.0
09:26:23.958	-19240.0
09:26:23.959	-19190.0
09:26:31.757	-19140.0
09:26:49.961	-19090.0
09:26:52.754	-19040.0
09:26:57.827	-18990.0
09:26:57.828	-18940.0
09:27:00.829	-18890.0
09:27:00.829	-18840.0
09:27:02.377	-18790.0
09:27:31.114	-18730.0
09:27:31.114	-18720.0
09:27:31.114	-18680.0
09:27:31.114	-18630.0
09:27:31.184	-18560.0
09:27:56.295	-18550.0
09:27:56.295	-18540.0
09:27:56.448	-18530.0
09:28:14.989	-18520.0
09:28:37.774	-18470.0
09:29:18.011	-18460.0
09:29:25.845	-18410.0
09:29:26.575	-18360.0
09:29:26.575	-18310.0
09:29:26.636	-18270.0
09:29:26.692	-18220.0
09:29:26.693	-18210.0
09:29:28.683	-18170.0
09:29:30.945	-18120.0
09:29:30.993	-18070.0
09:29:31.080	-18060.0
09:29:33.071	-18010.0
09:29:33.071	-17960.0
09:29:33.215	-17950.0
09:29:35.115	-17900.0
09:29:35.564	-17870.0
09:29:35.564	-17850.0
09:29:45.858	-17800.0
09:29:47.915	-17750.0
09:30:20.502	-17700.0
09:30:20.554	-17650.0
09:30:20.632	-17640.0
09:30:22.616	-17550.0
09:30:22.616	-17500.0
09:30:24.674	-17430.0
09:30:32.427	-17420.0
09:30:32.427	-17410.0
09:30:56.184	-17360.0
09:32:11.608	-17320.0
09:32:13.416	-17270.0
09:33:26.836	-17220.0
09:33:26.859	-17170.0
09:33:28.897	-17130.0
09:34:37.292	-17080.0
09:36:02.991	-17030.0
09:46:59.979	-16980.0
09:46:59.979	-16930.0
09:46:59.979	-16920.0
09:46:59.979	-16860.0
09:46:59.979	-16840.0
09:46:59.979	-16780.0
09:46:59.979	-16730.0
09:47:22.419	-16680.0
09:48:07.582	-16630.0
09:48:22.937	-16040.0
09:48:22.938	-15990.0
09:48:24.987	-15910.0
09:48:24.988	-15900.0
09:48:24.988	-15890.0
09:48:25.101	-15840.0
09:48:25.101	-15830.0
09:48:25.101	-15790.0
09:48:26.496	-15780.0
09:48:29.212	-15730.0
09:48:30.073	-15720.0
09:48:30.073	-15640.0
09:48:30.155	-15600.0
09:48:46.334	-15530.0
09:49:43.532	-15480.0
09:49:43.532	-15470.0
09:50:04.325	-15420.0
09:50:04.438	-15320.0
