Time_Position	Position
09:00:00.901	-313
09:00:00.901	-337
09:01:54.449	449
09:01:54.449	663
09:02:56.688	457
09:03:00.579	0
09:03:00.579	-506
09:03:00.579	-637
09:03:02.544	-923
09:03:05.464	-1000
09:04:52.689	-1126
09:05:19.590	-1187
09:05:19.590	-1287
09:05:19.590	-1632
09:05:28.530	-1777
09:05:28.530	-2000
09:08:05.339	-1798
09:08:05.339	-1000
09:08:08.217	-182
09:08:10.886	-26
09:08:10.886	0
09:08:10.886	903
09:08:10.886	1000
09:08:10.961	1084
09:08:10.961	1574
09:08:10.961	1772
09:08:11.047	2000
09:08:11.851	1567
09:08:11.851	1268
09:08:13.175	1000
09:08:22.812	902
09:08:48.732	1392
09:08:49.186	1882
09:08:49.186	1902
09:08:49.186	2072
09:08:49.186	2720
09:08:49.384	2902
09:08:50.195	2924
09:09:09.081	3902
09:09:09.081	4902
09:09:39.105	5142
09:10:21.957	4674
09:10:21.957	4574
09:10:21.957	4142
09:10:21.957	4000
09:10:21.957	3510
09:10:21.980	3142
09:11:04.166	3470
09:11:55.233	3960
09:12:00.304	4142
09:12:02.268	3142
09:12:05.696	2899
09:12:05.696	2517
09:12:06.479	2142
09:13:40.126	2242
09:13:40.126	2986
09:13:40.126	3142
09:13:59.380	3321
09:13:59.380	3687
09:13:59.532	4142
09:13:59.532	4177
09:13:59.720	4861
09:13:59.720	4937
09:13:59.720	5142
09:14:07.405	6142
09:14:09.994	6380
09:14:09.994	6748
09:14:09.995	6848
09:14:10.040	7034
09:14:15.281	7142
09:14:15.281	7902
09:14:30.101	7098
09:14:30.101	6902
09:15:39.980	7516
09:15:39.980	7756
09:15:39.980	7902
09:17:15.452	8002
09:17:26.378	8872
09:18:15.176	8902
09:18:30.160	9472
09:18:30.160	9902
09:18:39.814	10902
09:18:39.814	8948
09:18:39.814	8935
09:18:39.814	8402
09:18:39.814	8935
09:18:45.728	8445
09:18:45.750	7955
09:20:04.602	7935
09:21:03.162	8135
09:21:13.288	8402
09:21:13.288	8710
09:21:13.288	8723
09:21:13.288	9156
09:21:13.288	9402
09:21:13.288	9604
09:21:13.288	9657
09:21:13.288	9902
09:21:13.288	10392
09:21:13.288	10402
09:21:13.288	9786
09:21:13.288	9195
09:21:13.288	8868
09:21:13.288	7902
09:21:13.417	8160
09:21:13.417	8258
09:21:13.417	8902
09:21:32.204	9142
09:22:55.138	9902
09:22:59.883	10902
09:22:59.883	8902
09:22:59.883	8769
09:22:59.883	8402
09:24:14.696	8216
09:24:14.718	7726
09:26:12.819	7760
09:26:12.819	8173
09:26:12.819	8726
09:26:13.163	9154
09:26:13.163	9726
09:26:21.569	10216
09:26:21.569	9706
09:26:21.569	10216
09:26:21.569	9287
09:26:21.569	8837
09:26:21.569	8226
09:27:00.270	7755
09:27:00.270	7669
09:27:00.270	7226
09:27:00.293	7094
09:27:00.316	6623
09:27:00.338	6226
09:27:02.337	6194
09:27:02.337	5661
09:27:03.515	5287
09:27:05.064	5226
09:27:05.064	5044
09:27:11.990	4244
09:27:11.990	4226
09:27:48.860	5226
09:27:48.860	6032
09:28:00.945	6226
09:28:00.988	6238
09:28:01.009	7226
09:28:04.272	7708
09:28:04.272	7721
09:28:04.272	7821
09:28:04.272	8226
09:28:32.169	9226
09:29:28.963	9394
09:29:28.963	9884
09:29:28.984	10226
09:29:28.984	9980
09:29:28.984	9805
09:29:28.984	8876
09:29:28.984	8543
09:29:28.984	8053
09:29:28.984	7726
09:31:40.317	7236
09:31:40.317	6822
09:31:40.317	6726
09:34:10.034	5726
09:34:10.034	4726
09:34:10.088	4656
09:34:18.973	3806
09:34:18.973	3726
09:34:19.008	4379
09:34:19.008	4656
09:34:59.616	4726
09:36:16.119	5146
09:36:16.119	5726
09:36:20.095	5960
09:36:20.095	6726
09:36:56.177	6847
09:36:56.177	6937
09:36:56.177	7427
09:36:56.177	7606
09:36:56.177	7726
09:36:56.198	8216
09:36:56.202	8726
09:37:05.429	8941
09:37:05.429	9013
09:37:05.430	9354
09:37:05.565	9726
09:37:15.182	9226
09:37:15.203	8726
09:38:21.688	8449
09:38:23.765	9449
09:39:11.349	9691
09:39:11.349	10181
09:39:11.349	10449
09:39:11.349	10249
09:39:11.349	9859
09:39:11.349	9760
