Time_Position	Position
09:00:01.044	-264
09:00:03.031	-265
09:00:16.957	-795
09:00:16.957	-1000
09:00:21.993	-1185
09:00:22.287	-1222
09:00:22.287	-1366
09:00:22.287	-1455
09:00:29.423	-1466
09:00:29.423	-1476
09:00:29.423	-1976
09:00:29.423	-2000
09:01:16.673	-3000
09:01:16.738	-3300
09:01:16.788	-3637
09:01:16.788	-4000
09:01:16.922	-4200
09:01:16.922	-4400
09:01:16.922	-4530
09:01:24.559	-5000
09:01:29.494	-5587
09:01:29.495	-5737
09:01:29.495	-5837
09:01:29.495	-6000
09:01:57.658	-5506
09:01:57.658	-5000
09:02:00.461	-4931
09:02:00.461	-4482
09:02:01.844	-4569
09:02:01.844	-4899
09:02:01.844	-5393
09:02:01.873	-5482
09:02:02.811	-6287
09:02:02.811	-6482
09:02:07.144	-5482
09:02:58.047	-5119
09:04:03.101	-5118
09:04:08.505	-4560
09:04:08.506	-4482
09:04:08.506	-4259
09:04:18.356	-3931
09:04:18.359	-3799
09:04:18.556	-3482
09:04:27.499	-3332
09:04:27.499	-3079
09:04:33.386	-3000
09:04:48.413	-2426
09:04:48.413	-2048
09:04:48.414	-2000
09:04:50.422	-1331
09:04:50.423	-1000
09:04:50.423	-155
09:04:50.423	-17
09:04:50.423	0
09:04:50.423	100
09:04:50.423	236
09:04:50.471	404
09:04:50.492	718
09:04:50.880	736
09:05:03.446	984
09:05:03.446	1000
09:05:23.813	1105
09:05:24.584	1405
09:05:25.612	1605
09:05:25.668	1692
09:05:26.589	2000
09:05:30.631	2474
09:05:32.265	2752
09:05:33.247	3000
09:05:34.712	2757
09:05:59.660	2500
09:05:59.660	2449
09:06:05.237	2448
09:06:05.237	2148
09:07:14.907	2160
09:07:39.805	2460
09:07:39.805	3048
09:07:52.509	3148
09:08:08.516	3224
09:08:08.516	3344
09:08:08.525	4148
09:09:26.555	5148
09:09:30.069	5426
09:09:30.069	5459
09:09:30.070	5586
09:09:30.070	5650
09:09:30.091	6148
09:09:30.091	6238
09:09:30.091	6826
09:09:30.101	7126
09:09:30.146	7148
09:09:30.147	7387
09:09:30.147	7664
09:09:30.170	7696
09:09:30.314	8148
09:09:30.452	8248
09:09:30.452	8525
09:09:31.524	8825
09:09:32.473	9148
09:09:32.936	9636
09:09:32.961	10148
09:09:32.961	9948
09:09:32.961	9442
09:09:32.961	9398
09:09:32.961	8242
09:09:32.961	7842
09:09:32.961	7648
09:09:36.498	7588
09:09:50.735	7561
09:09:50.735	6973
09:09:50.735	6696
09:09:50.735	6648
09:09:50.735	6324
09:09:50.821	6149
09:09:50.952	5973
09:09:52.151	5648
09:10:26.586	5317
09:10:26.586	4885
09:10:26.744	4817
09:10:26.744	4648
09:10:28.278	4206
09:10:28.278	3984
09:10:47.823	3648
09:11:21.214	3716
09:11:21.221	3738
09:11:21.235	4326
09:11:21.240	4648
09:12:32.417	4320
09:12:32.417	3992
09:12:32.417	3664
09:12:32.418	3648
09:13:01.064	3735
09:13:01.064	3948
09:13:01.064	4043
09:13:01.064	4168
09:14:27.192	4427
09:14:27.195	4648
09:14:48.863	3648
09:15:25.014	3968
09:15:33.984	3380
09:15:33.984	2968
09:15:33.984	2033
09:15:33.984	1968
09:15:34.011	1592
09:15:39.621	968
09:15:39.621	544
09:15:39.841	-32
09:15:49.410	-132
09:15:49.431	-1032
09:15:49.431	-1278
09:15:49.431	-1668
09:15:49.431	-2032
09:15:49.470	-2648
09:15:49.495	-3032
09:15:50.515	-3258
09:15:51.698	-2874
09:15:51.698	-2332
09:15:51.735	-2258
09:15:51.736	-2874
09:15:51.736	-3258
09:15:56.009	-3846
09:15:56.009	-4032
09:15:59.327	-4272
09:16:01.008	-4596
09:16:05.016	-4676
09:16:05.016	-5032
09:16:14.124	-5472
09:16:14.201	-5872
09:16:14.201	-6032
09:16:14.201	-6180
09:17:33.639	-5778
09:17:37.342	-5389
09:18:06.035	-5339
09:18:06.035	-5180
09:18:06.035	-4751
09:18:06.221	-4451
09:18:47.332	-4361
09:18:47.332	-4180
09:18:47.361	-3764
09:18:47.361	-3270
09:18:47.361	-3180
09:18:47.369	-3264
09:18:47.369	-3354
09:18:47.369	-3383
09:18:49.441	-3433
09:18:52.822	-3233
09:20:39.218	-3133
09:21:15.651	-3702
09:21:15.651	-3880
09:21:54.315	-3757
09:21:54.315	-3169
09:21:54.315	-2971
09:21:54.315	-2880
09:21:54.337	-2305
09:21:54.337	-2180
09:22:49.978	-1363
09:22:49.996	-1180
09:23:15.490	-880
09:23:28.129	-680
09:24:56.331	-681
09:24:56.331	-1557
09:24:56.331	-1680
09:24:56.369	-2357
09:24:56.390	-2680
09:25:03.080	-2580
09:25:04.897	-2092
09:25:04.897	-1680
09:25:05.106	-1504
09:25:05.106	-1146
09:25:05.106	-680
09:26:10.571	-368
09:26:33.931	-323
09:26:33.931	-268
09:27:06.066	-238
09:27:32.671	-218
09:27:45.743	-180
09:29:11.653	-380
09:29:11.653	-580
09:29:11.653	-680
09:29:11.653	-780
09:29:11.653	-810
09:29:11.654	-1180
09:29:11.679	-592
09:29:51.748	-397
09:29:51.748	-232
09:30:01.571	-252
09:30:01.571	-317
09:30:01.572	-485
09:30:01.572	-607
09:30:03.503	-785
09:30:03.503	-1085
09:30:03.503	-1232
09:30:03.503	-1270
09:30:03.503	-1673
09:30:03.503	-1898
09:30:03.503	-2232
09:30:03.503	-2285
09:30:03.503	-2364
09:30:03.503	-2394
09:30:03.503	-2493
09:30:03.503	-2594
09:30:03.503	-2994
09:30:07.025	-3232
09:30:17.507	-3238
09:30:19.033	-3186
09:30:45.949	-3173
09:30:45.949	-2943
09:30:48.814	-2857
09:30:48.814	-2716
09:30:48.814	-2583
09:30:48.814	-2544
09:30:48.814	-2186
09:32:17.188	-2038
09:32:17.227	-1738
09:33:19.724	-1708
09:33:19.724	-1214
09:33:32.465	-1186
09:34:05.281	-1223
