Time_Position	Position
09:00:00.534	-100
09:01:26.533	0
09:01:58.963	-100
09:02:03.010	-200
09:02:28.061	-100
09:02:54.566	-200
09:03:08.494	-210
09:03:08.494	-300
09:03:33.272	-400
09:05:20.793	-300
09:06:07.483	-400
09:06:17.773	-500
09:06:24.093	-600
09:07:37.004	-700
09:08:04.738	-600
09:08:35.482	-693
09:08:35.482	-700
09:08:38.933	-642
09:08:38.933	-600
09:10:17.648	-700
09:10:17.654	-601
09:10:17.654	-600
09:11:00.016	-500
09:11:55.393	-600
09:11:55.417	-700
09:11:55.417	-600
09:11:55.919	-500
09:11:55.927	-400
09:12:00.394	-300
09:14:19.147	-400
09:14:19.149	-500
09:14:19.413	-600
09:15:02.371	-500
09:15:29.330	-600
09:16:29.284	-500
09:16:29.284	-400
09:18:12.062	-300
09:18:12.062	-400
09:18:43.690	-300
09:19:28.135	-400
09:19:35.015	-300
09:19:35.015	-400
09:19:38.826	-300
09:19:38.826	-400
09:21:29.171	-300
09:23:41.813	-400
09:23:42.931	-300
09:23:42.952	-200
09:23:42.980	-300
09:24:49.138	-200
09:24:54.805	-100
09:24:54.805	0
09:27:26.121	100
09:27:26.121	0
09:27:26.124	-100
09:27:32.267	0
09:27:38.002	100
09:27:47.018	0
09:27:47.018	100
09:28:40.254	200
09:28:40.302	300
09:32:18.936	400
09:32:53.970	500
09:32:55.244	600
09:32:55.246	700
09:32:55.376	600
09:33:19.436	700
09:33:36.539	600
09:34:36.682	700
09:34:53.649	800
09:36:11.598	700
09:40:17.477	800
09:40:43.307	900
09:40:43.308	800
09:40:43.352	700
09:41:41.367	800
09:41:41.367	900
09:41:41.444	1000
09:41:41.444	900
09:41:58.343	1000
09:42:36.691	1100
09:42:36.691	1000
09:42:36.705	900
09:42:36.705	1000
09:43:04.880	900
09:47:22.814	1000
09:47:22.814	1100
09:47:22.816	1200
09:47:22.816	1100
09:47:47.324	1200
09:47:47.326	1300
09:47:47.328	1200
09:48:17.136	1300
09:48:30.050	1400
09:48:57.471	1500
09:48:57.474	1600
09:51:38.798	1500
09:52:18.015	1400
