Time_Position	Position
09:04:46.083	-4
09:04:46.083	-5
09:06:26.041	-6
09:06:26.041	-7
09:06:26.041	-10
09:06:26.041	-12
09:06:26.041	-15
09:06:26.090	-20
09:07:04.041	-24
09:07:04.041	-26
09:07:04.041	-27
09:07:04.041	-28
09:07:04.041	-29
09:07:04.041	-30
09:07:04.067	-31
09:07:04.091	-32
09:07:04.115	-36
09:07:04.161	-41
09:07:53.444	-43
09:07:53.812	-44
09:07:53.859	-49
09:07:54.180	-50
09:07:54.329	-55
09:07:56.853	-58
09:08:01.646	-59
09:08:01.692	-64
09:08:01.741	-69
09:08:01.741	-70
09:08:01.812	-71
09:08:01.883	-76
09:08:01.953	-77
09:08:02.000	-82
09:08:02.070	-83
09:08:02.117	-88
09:08:02.822	-89
09:08:02.868	-94
09:08:02.937	-95
09:08:03.007	-100
09:08:03.076	-101
09:08:03.123	-106
09:08:03.788	-107
09:08:03.834	-112
09:08:03.904	-113
09:08:03.950	-118
09:08:04.020	-119
09:08:04.040	-123
09:08:09.035	-128
09:08:09.659	-129
09:08:09.687	-134
09:08:09.757	-135
09:08:09.802	-140
09:08:27.371	-141
09:08:27.417	-146
09:08:29.174	-150
09:08:32.273	-160
09:08:42.273	-161
09:08:42.273	-163
09:08:42.273	-164
09:08:42.275	-165
09:08:42.299	-166
09:08:42.347	-171
09:08:42.396	-176
09:08:42.396	-178
09:08:43.198	-183
09:08:43.198	-188
09:08:45.140	-190
09:08:45.182	-195
09:09:13.029	-197
09:09:13.052	-198
09:09:13.100	-199
09:09:13.129	-204
09:09:16.717	-211
09:09:16.717	-214
09:09:16.717	-215
09:09:16.717	-217
09:09:16.717	-220
09:09:16.717	-225
09:09:16.717	-226
09:09:16.717	-228
09:09:16.947	-230
09:09:16.996	-235
09:09:16.996	-236
09:09:16.996	-238
09:09:16.997	-240
09:09:17.045	-245
09:09:17.045	-246
09:09:17.211	-251
09:09:17.250	-258
09:09:17.432	-259
09:09:17.493	-269
09:09:18.837	-274
09:09:18.860	-276
09:09:18.860	-281
09:09:18.887	-286
09:09:23.541	-291
09:09:23.542	-296
09:09:23.557	-301
09:09:23.557	-303
09:09:23.558	-308
09:09:23.586	-313
09:09:23.587	-314
09:09:23.610	-319
09:09:23.611	-320
09:09:23.654	-321
09:09:23.787	-326
09:09:24.154	-336
09:09:24.689	-340
09:09:44.101	-341
09:09:47.971	-344
09:09:48.020	-349
09:09:48.020	-354
09:09:48.020	-355
09:09:48.021	-358
09:09:48.353	-361
09:10:00.016	-363
09:10:00.193	-364
09:10:10.547	-365
09:10:10.547	-370
09:10:10.596	-375
09:10:10.631	-376
09:10:10.680	-381
09:10:12.926	-382
09:10:12.968	-383
09:13:26.971	-386
09:14:50.766	-388
09:14:50.770	-389
09:14:50.770	-390
09:14:50.771	-391
09:14:50.771	-392
09:14:50.776	-393
09:14:50.817	-394
09:14:50.844	-399
09:14:51.012	-400
09:14:51.012	-401
09:14:51.061	-406
09:14:51.061	-407
09:14:51.061	-411
09:14:51.062	-412
09:14:51.062	-413
09:14:51.062	-414
09:14:51.062	-417
09:14:52.790	-418
09:15:00.201	-422
09:15:00.201	-423
09:15:10.499	-424
09:15:10.542	-429
09:15:10.542	-430
09:15:12.108	-431
09:15:18.377	-432
09:15:18.427	-437
09:15:18.491	-442
09:15:55.869	-443
09:16:32.686	-444
09:16:33.205	-445
09:16:33.245	-449
09:16:33.269	-452
09:16:33.320	-457
09:16:33.320	-458
09:16:33.320	-463
09:16:34.344	-468
09:17:36.778	-473
09:17:36.778	-474
09:17:37.504	-475
09:17:37.596	-476
09:17:37.596	-477
09:17:37.644	-481
09:17:37.644	-482
09:17:40.937	-483
09:17:40.963	-488
09:17:40.963	-489
09:17:40.963	-494
09:20:00.155	-499
09:20:00.155	-500
09:20:37.007	-501
09:20:37.010	-503
09:20:37.051	-505
09:20:37.876	-510
09:20:37.919	-511
09:20:37.919	-512
09:20:37.935	-517
09:20:37.935	-518
09:20:37.935	-522
09:20:37.935	-523
09:20:42.619	-524
09:21:01.495	-526
09:21:01.529	-527
09:21:01.558	-532
09:21:36.232	-533
09:22:07.612	-534
09:22:07.613	-535
09:22:07.662	-540
09:22:07.662	-541
09:22:09.717	-542
09:22:32.568	-547
09:22:32.617	-551
09:22:32.617	-552
09:22:54.681	-553
09:23:09.039	-554
09:23:09.078	-559
09:23:09.078	-560
09:23:42.228	-565
09:25:29.079	-570
09:26:05.571	-573
09:26:08.727	-576
09:26:08.825	-577
09:26:08.825	-578
09:26:08.852	-580
09:26:08.889	-585
09:26:08.889	-586
09:26:59.935	-591
09:26:59.935	-592
09:26:59.935	-597
09:26:59.935	-599
09:26:59.936	-600
09:26:59.936	-605
09:26:59.936	-606
09:27:00.083	-608
